chemical_name	cas_no	Drug Name	CAS Number	UNII	Pharmacology Classification	Pharmacology Description	Indication
Tetrabenazine	58-46-8	Tetrabenazine	718635-93-9	Z9O08YRN8O	Adrenergic Uptake Inhibitors	Drugs that block the transport of adrenergic transmitters into axon terminals or into storage vesicles within terminals. The tricyclic antidepressants (ANTIDEPRESSIVE AGENTS, TRICYCLIC) and amphetamines are among the therapeutically important drugs that may act via inhibition of adrenergic transport. Many of these drugs also block transport of serotonin. (See all compounds classified as Adrenergic Uptake Inhibitors.)	Treatment of hyperkinetic movement disorders like chorea in Huntington's disease, hemiballismus, senile chorea, Tourette syndrome and other tic disorders, and tardive dyskinesia
tetrabromobisphenol A	79-94-7	Tetrabromobisphenol A	79-94-7	FQI02RFC3A			
tetrabromobisphenol A-bisallylether		tetrabromobisphenol A-bisallylether					
tetrabromobisphenol S		4,4'-Sulphonylbis(2,6-dibromophenol)	39635-79-5		Flame Retardants	Materials applied to fabrics, bedding, furniture, plastics, etc. to retard their burning; many may leach out and cause allergies or other harm. (See all compounds classified as Flame Retardants.)	
tetrabromobisphenol-S-bis(2,3-dibromopropyl ether)		tetrabromobisphenol-S-bis(2,3-dibromopropyl ether)					
tetrabromocinnamic acid		tetrabromocinnamic acid					
tetrabromophthalic anhydride	632-79-1	Tetrabromophthalic anhydride	632-79-1	Q8E543QKMK			
tetrabutylammonium	10549-76-5	Tetrabutylammonium	10549-76-5	CBU2X6BBJR	Detergents	Purifying or cleansing agents, usually salts of long-chain aliphatic bases or acids, that exert cleansing (oil-dissolving) and antimicrobial effects through a surface action that depends on possessing both hydrophilic and hydrophobic properties. (See all compounds classified as Detergents.)	
tetrabutyltin	1461-25-2	Tetrabutyltin	1461-25-2	QJ7Y5V377V			
Tetracaine	94-24-6	Tetracaine	94-24-6	0619F35CGV	Anesthetics, Local	Drugs that block nerve conduction when applied locally to nerve tissue in appropriate concentrations. They act on any part of the nervous system and on every type of nerve fiber. In contact with a nerve trunk, these anesthetics can cause both sensory and motor paralysis in the innervated area. Their action is completely reversible. (From Gilman AG, et. al., Goodman and Gilman&apos;s The Pharmacological Basis of Therapeutics, 8th ed) Nearly all local anesthetics act by reducing the tendency of voltage-dependent sodium channels to activate. (See all compounds classified as Anesthetics, Local.)	Ophthalmic tetracaine is indicated for the for procedures requiring a rapid and short- acting topical ophthalmic anesthetic.  The combination lidocaine and tetracaine patch is indicated for local dermal analgesia for superficial dermatological procedures and superficial venous access.  The combination lidocaine and tetracaine cream is intended to provide topical local analgesia for superficial dermatological procedures.
tetrachlorobenzoquinone		Chloranil	118-75-2	01W5X7N5XV	Fungicides, Industrial	Chemicals that kill or inhibit the growth of fungi in agricultural applications, on wood, plastics, or other materials, in swimming pools, etc. (See all compounds classified as Fungicides, Industrial.)	
tetrachlorodian	79-95-8	Tetrachlorobisphenol A	79-95-8	FO0P9ET4BN			
Tetrachlorodibenzodioxin	1746-01-6	2,3,7,8-Tetrachlorodibenzo-P-dioxin	1746-01-6	DO80M48B6O	Environmental Pollutants	Substances or energies, for example heat or light, which when introduced into the air, water, or land threaten life or health of individuals or ECOSYSTEMS. (See all compounds classified as Environmental Pollutants.)	
tetrachloroethane		26061-EP2270113A1					
Tetrachloroethylene	127-18-4	Tetrachloroethylene	127-18-4	TJ904HH8SN	Carcinogens	Substances that increase the risk of NEOPLASMS in humans or animals. Both genotoxic chemicals, which affect DNA directly, and nongenotoxic chemicals, which induce neoplasms by other mechanism, are included. (See all compounds classified as Carcinogens.)	
tetrachloroguaiacol		Tetrachloroguaiacol	2539-17-5	JIU326512E			
tetrachloroisophthalonitrile	1897-45-6	Chlorothalonil	1897-45-6	J718M71A7A	Fungicides, Industrial	Chemicals that kill or inhibit the growth of fungi in agricultural applications, on wood, plastics, or other materials, in swimming pools, etc. (See all compounds classified as Fungicides, Industrial.)	
tetrachloropalladium	14349-67-8	Tetrachloropalladate ion (PdCl42-)	14349-67-8				
tetrachlorophenol	25167-83-3	2,3,4,5-Tetrachlorophenol	4901-51-3	D2UW5NHW9J			
tetrachloroplatinate	13965-91-8	Tetrachloroplatinate(II)	13965-91-8				
Tetrachlorvinphos	22248-79-9	Tetrachlorvinphos	22248-79-9	DM33MW89QU	Cholinesterase Inhibitors	Drugs that inhibit cholinesterases. The neurotransmitter ACETYLCHOLINE is rapidly hydrolyzed, and thereby inactivated, by cholinesterases. When cholinesterases are inhibited, the action of endogenously released acetylcholine at cholinergic synapses is potentiated. Cholinesterase inhibitors are widely used clinically for their potentiation of cholinergic inputs to the gastrointestinal tract and urinary bladder, the eye, and skeletal muscles; they are also used for their effects on the heart and the central nervous system. (See all compounds classified as Cholinesterase Inhibitors.)	
tetraconazole		Tetraconazole	112281-77-3	8FGY868T0G	Fungicides, Industrial	Chemicals that kill or inhibit the growth of fungi in agricultural applications, on wood, plastics, or other materials, in swimming pools, etc. (See all compounds classified as Fungicides, Industrial.)	
Tetracycline	60-54-8	Tetracycline	60-54-8	F8VB5M810T	Anti-Bacterial Agents	Substances that inhibit the growth or reproduction of BACTERIA. (See all compounds classified as Anti-Bacterial Agents.)	Used to treat bacterial infections such as Rocky Mountain spotted fever, typhus fever, tick fevers, Q fever, rickettsialpox and Brill-Zinsser disease. May be used to treat infections caused by Chlamydiae spp., B. burgdorferi (Lyme disease), and upper respiratory infections caused by typical (S. pneumoniae, H. influenzae, and M. catarrhalis) and atypical organisms (C. pneumoniae, M. pneumoniae, L. pneumophila). May also be used to treat acne. Tetracycline may be an alternative drug for people who are allergic to penicillin.
tetracycline CMT-3		Incyclinide	15866-90-7	21G64WZQ4I			
tetracycline CMT-8		tetracycline CMT-8					
Tetracyclines		Tetracyclines					
tetradecabromodiphenoxybenzene		Tetradecabromo-1,4-diphenoxybenzene	58965-66-5	6O8X25I9YV			
Tetradecanoylphorbol Acetate	16561-29-8	Phorbol 12-myristate 13-acetate	16561-29-8	NI40JAQ945	Carcinogens	Substances that increase the risk of NEOPLASMS in humans or animals. Both genotoxic chemicals, which affect DNA directly, and nongenotoxic chemicals, which induce neoplasms by other mechanism, are included. (See all compounds classified as Carcinogens.)	
tetradecylselenoacetic acid		tetradecylselenoacetic acid					
tetradecyltrimethylammonium	10182-92-0	Trimethyltetradecylammonium	8044-71-1	Y3IR7RCT6J	Surface-Active Agents	Agents that modify interfacial tension of water; usually substances that have one lipophilic and one hydrophilic group in the molecule; includes soaps, detergents, emulsifiers, dispersing and wetting agents, and several groups of antiseptics. (See all compounds classified as Surface-Active Agents.)	
tetradifon	116-29-0	Tetradifon	116-29-0	TIP8EA8VTS			
tetraethoxysilane	78-10-4	Tetraethyl orthosilicate	78-10-4	42064KRE49			
Tetraethyl Lead	78-00-2	Tetraethyllead	78-00-2	13426ZWT6A			
tetraethyl pyrophosphate	107-49-3	Tetraethyl pyrophosphate	107-49-3	28QKT80KX2			
Tetraethylammonium	66-40-0	Tetraethylammonium	66-40-0	5AV7G7EIEE	Potassium Channel Blockers	A class of drugs that act by inhibition of potassium efflux through cell membranes. Blockade of potassium channels prolongs the duration of ACTION POTENTIALS. They are used as ANTI-ARRHYTHMIA AGENTS and VASODILATOR AGENTS. (See all compounds classified as Potassium Channel Blockers.)	Tetraethylammonium is an experimental drug with no approved indication.
tetraethylenepentamine	112-57-2	Tetraethylenepentamine	112-57-2	YZD1C9KQ28			
tetrafluoroaluminate	21340-02-3	Tetrafluoroaluminate Ion	21340-02-3				
tetrafluoroethylene	116-14-3	Tetrafluoroethylene	116-14-3	OMW63Z518S			
Tetragastrin	1947-37-1	Tetragastrin	1947-37-1	0OL293AV80			
tetrahydrocannabivarin 9	28172-17-0	Tetrahydrocannabivarol	28172-17-0				
tetrahydrocurcumin	36062-04-1	Tetrahydrocurcumin	36062-04-1	00U0645U03			
tetrahydrodaidzein		Tetrahydrodaidzein					
tetrahydrodeoxycorticosterone	567-03-3	Tetrahydrodeoxycorticosterone	567-03-3	4AB717DP4A	Anesthetics	Agents capable of inducing a total or partial loss of sensation, especially tactile sensation and pain. They may act to induce general ANESTHESIA, in which an unconscious state is achieved, or may act locally to induce numbness or lack of sensation at a targeted site. (See all compounds classified as Anesthetics.)	
Tetrahydrofolates		Tetrahydrofolates					
tetrahydrofuran	109-99-9	Tetrahydrofuran	109-99-9	3N8FZZ6PY4			
tetrahydrogestrinone		Tetrahydrogestrinone	618903-56-3	643MR6L9LB	Androgens	Compounds that interact with ANDROGEN RECEPTORS in target tissues to bring about the effects similar to those of TESTOSTERONE. Depending on the target tissues, androgenic effects can be on SEX DIFFERENTIATION; male reproductive organs, SPERMATOGENESIS; secondary male SEX CHARACTERISTICS; LIBIDO; development of muscle mass, strength, and power. (See all compounds classified as Androgens.)	
Tetrahydroisoquinolines		Tetrahydroisoquinolines					
Tetrahydronaphthalenes		Tetrahydronaphthalenes					
tetrahydropalmatine	10097-84-4	DL-Tetrahydropalmatine	2934-97-6	78F8583LNQ	Anti-Arrhythmia Agents	Agents used for the treatment or prevention of cardiac arrhythmias. They may affect the polarization-repolarization phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibers. Anti-arrhythmia agents are often classed into four main groups according to their mechanism of action: sodium channel blockade, beta-adrenergic blockade, repolarization prolongation, or calcium channel blockade. (See all compounds classified as Anti-Arrhythmia Agents.)	
Tetrahydropapaveroline	4747-99-3	Tetrahydropapaveroline	4747-99-3	V1EWJ6B8KY			
tetrahydrophthalamic acid	2028-12-8	3-Cyclohexene-1-carboxylic acid, 6-(aminocarbonyl)-	2028-12-8				
tetrahydrothiophene		Tetrahydrothiophene	110-01-0	744EHT13FM			
Tetrahydrouridine	18771-50-1	Tetrahydrouridine	18771-50-1	0NIZ8H6OL8	Antimetabolites	Drugs that are chemically similar to naturally occurring metabolites, but differ enough to interfere with normal metabolic pathways. (From AMA Drug Evaluations Annual, 1994, p2033) (See all compounds classified as Antimetabolites.)	
tetrahydroxy-5-cholan-24-oic acid		tetrahydroxy-5-cholan-24-oic acid					
tetrahydrozoline	84-22-0	Tetrahydrozoline	84-22-0	S9U025Y077	Ophthalmic Solutions	Sterile solutions that are intended for instillation into the eye. It does not include solutions for cleaning eyeglasses or CONTACT LENS SOLUTIONS. (See all compounds classified as Ophthalmic Solutions.)	Tetryzoline is indicated for the temporary relief of discomfort and redness of the eye due to minor eye irritations as monotherapy or in combination with other eye lubricants and anti-irritants.  Tetryzoline is also indicated for decongestion of nasal and nasopharyngeal mucosa.
tetraiodothyroacetic acid	67-30-1	Tetrac	67-30-1	PA7UX1FFYQ			
Tetraisopropylpyrophosphamide	513-00-8	Diphosphoramide, N,N',N'',N'''-tetrakis(1-methylethyl)-	513-00-8		Cholinesterase Inhibitors	Drugs that inhibit cholinesterases. The neurotransmitter ACETYLCHOLINE is rapidly hydrolyzed, and thereby inactivated, by cholinesterases. When cholinesterases are inhibited, the action of endogenously released acetylcholine at cholinergic synapses is potentiated. Cholinesterase inhibitors are widely used clinically for their potentiation of cholinergic inputs to the gastrointestinal tract and urinary bladder, the eye, and skeletal muscles; they are also used for their effects on the heart and the central nervous system. (See all compounds classified as Cholinesterase Inhibitors.)	
tetrakis(4-benzoic acid)porphyrin		tetrakis(4-benzoic acid)porphyrin					
tetrakis(4-benzoic acid)porphyriniron(III)		tetrakis(4-benzoic acid)porphyriniron(III)					
tetrakis(N-methyl-4-pyridiniumyl)porphine manganese(III) complex	70649-54-6	Mnt4MPyP	70649-54-6		Free Radical Scavengers	Substances that eliminate free radicals. Among other effects, they protect PANCREATIC ISLETS against damage by CYTOKINES and prevent myocardial and pulmonary REPERFUSION INJURY. (See all compounds classified as Free Radical Scavengers.)	
tetralin	119-64-2	1,2,3,4-Tetrahydronaphthalene	119-64-2	FT6XMI58YQ			
tetralol	530-91-6	1,2,3,4-Tetrahydro-2-naphthol	530-91-6	6AE2V413JI			
tetramethrin	7696-12-0	Tetramethrin	7696-12-0	Z72930Q46K	Insecticides	Pesticides designed to control insects that are harmful to man. The insects may be directly harmful, as those acting as disease vectors, or indirectly harmful, as destroyers of crops, food products, or textile fabrics. (See all compounds classified as Insecticides.)	
